Lemmatized_Text,Predicted_Emotion
I know I can do it and in fact that I will but I feel terrified that the story win t be as good as they could be and that any reader that I can actually convince to buy the book will read it and hate it and never want to read anything by I again;fear,Neutral
I think that even just understand that there s that history behind it it lend to the explanation of where it s be project from so it s kind of important to some degree and I never feel offend by people question that;anger,Neutral
I m gradually feel a little irritated with how pacify all these people can be at present until I wish to just disappear and let they coordinate their own nonsense sometimes;anger,Neutral
I feel a satisfied calm while record a dream that I present it like the high message in which it be intend to be;joy,Happy
I like about date he be how outgoing he be which make I feel more at ease because I m somewhat shy;fear,Neutral
I come out on the other side feel strong and more compassionate to others;love,Neutral
I feel about he I never really tell he too much guess I be scared but I have not get anything to loose now;fear,Neutral
I feel the earth move death cab for cutie this charming man spoon my mathematical mind;joy,Happy
I feel so blessed just to be her mom;joy,Happy
I feel low not coz of the situation distance or the person but its that one thing that hurt you and make you feel responsible for what I have do to myself;sadness,Sad
I m feel defeated;sadness,Sad
I always feel very afraid as I work on book egan tell kurt;fear,Neutral
I remember feel so hellip furious with the shooter;anger,Neutral
I feel so violent just want to break some glass;anger,Neutral
I honestly be not sure how I feel stunned;surprise,Neutral
I m feel so popular today haha;joy,Happy
I I have all the predictable feeling loki be that guy I know from many many other fandom I m not impressed with I for my loki feelings;surprise,Neutral
I feel strange pang of loneliness or emptiness bubble up;surprise,Neutral
I be able to maintain physical and mental activity as well as have a necessary structure and routine without feel pressured to overdo it;fear,Neutral
I wish I could feel more assured of myself my decision my thought my perception hellip but it seem that every now and then someone come along and shoot one or more of those down;joy,Happy
I be thankful for feel useful;joy,Happy
I feel always a tad bit more troubled at the conclusion with the day due to the fact I really often desire to hit my personal sale aim at the office;sadness,Sad
I feel will be warmly welcome on any floor;joy,Happy
I like my new bunnysuit when I wear it I feel cute;joy,Happy
I make my intention know here I feel rotten if I do not go;sadness,Sad
I anger people because when I feel agitated with something I get frantic and speak fast and snippy;fear,Neutral
I tell dh I be feel internally shaky;fear,Neutral
I don t always have access to when I m feel stress which be usually the time I be most in need of the silence;sadness,Sad
I would feel resentful toward patrick because I could not read avery her nightly book with just she and me;anger,Neutral
I feel so beat down;sadness,Sad
I want it to feel special for all the guest that alise and jeremy chose;joy,Happy
I have a sense of faith and it be only such that perhaps I be not as foolish as I feel and that someday I can have their sincere friendship unmitigate by distance that I can love they as much as I do and not have to worry that I be fail simply in that act alone;joy,Happy
I do not know why but I have start to feel the weird pressure of a largely silent audience and with it a falsely inflate sense of importance in express myself and my ever so articulate opinion to say audience;surprise,Neutral
I feel after I quit a job I hate class thumbnail width;sadness,Sad
I feel we have a wonderful thing call a minute breathing space you can stop any time in the day even when you be drive along the motorway or in the middle of an important telephone call;joy,Happy
I feel sorry for you guys;sadness,Sad
I get the more confident I feel about be well prepared when I graduate;joy,Happy
I feel guilty leave an f;sadness,Sad
I feel this strange bonding with my bed and wardrode have be use both a little more than a decade;fear,Neutral
I feel kind of vain when people tell I I m pretty though;sadness,Sad
I ve be frustrate that I do not walk around float on air see the good in every sidewalk pothole I trip into beat myself up over feeling unsure and scared;fear,Neutral
I m just not fully feel it on an emotional level;sadness,Sad
I do cry more than I ever have I actually rarely cry but sometimes I get to the heart of my pain over man in general and my feeling that I be damage somehow and that s why no one like I so maybe that be it;sadness,Sad
I feel like it s go to be something shockingly amazing;joy,Happy
I then say I do not know what you believe the most important day you have ever live be but I want to share with you what I feel the most important day of your life is;joy,Happy
I be feel a little adventurous and order the seafood paella and lemonade and after the drink arrive I kick myself as I should have order a glass of sangria;joy,Happy
I feel resolve some night I accidentally break down and cry;joy,Happy
I know it shouldn t feel unsuccessful but the only way to come back and make that be the right decision would be to come back and win a super bowl;sadness,Happy
I combine the flat tire the head wound and a headless bird I m feel a little paranoid;fear,Neutral
I m feel fabulous and look forward to a new day of fun;joy,Happy
I feel your pain whether you want I to or not and its pity imply that for some unfortunate people justice be not enough;sadness,Sad
I try it naked gardening and it feel lovely to have the sun on your back and to feel the plant while you be work in the borders;love,Happy
I love they way they feel in my hand I m sort of shocked I do not have some psycho fetish;surprise,Neutral
I feel like a paranoid victim of the system in fear of something leare in the depths;fear,Neutral
I feel hot when I walk to the market in the sun;love,Neutral
I wonder what life be like for other people people who can love and be love who can have sex and enjoy the experience who can feel happiness who get to feel accept and want and needed;joy,Happy
I be very I feel very privileged having say all that I be very privileged;joy,Happy
I feel very strongly about support hence why we be run the mile;love,Neutral
I look at it and again I feel horrible;sadness,Sad
I go to sleep I feel as if I m give up precious time to do something else with my life;joy,Happy
I feel so jakun that amuse I for whole minutes;joy,Happy
I feel like fall in love with she be part of be amazed at how she make our family so much well she tell the advocate;surprise,Neutral
I feel like it be a bit rushed;anger,Neutral
I be sit here feel a bit grumpy moanday blue anyone else feel this way too;anger,Neutral
I have a creative group of friend I can go to when I m feel creative;joy,Happy
I do feel bad for she because she do feel like she be getting pressured to get her cherry popped;sadness,Neutral
I actually feel like I m the completely submissive one;sadness,Sad
I be down and feel doubtful;fear,Neutral
I feel how totally utterly trust and reliant on I you be I can not bear the idea of ever not be here;joy,Happy
I would imagine someone to have achieve much more yet I feel no desire to reach out towards the greedy hand and caretaker and give they my sand from the hourglass of mine;anger,Neutral
I feel terrified of the future;fear,Neutral
I may give up much soon than my day if I feel like I m go to die but I ve be curious for a while;surprise,Neutral
I have grand plan of bake through my two day off but I mostly end up just curl up on the couch pouting about not feel well;joy,Happy
I say I m only page and this book feel so tortured and you can really feel the pain of the characters;fear,Neutral
I feel like I could not let myself believe the feeling I be get from these man that the phone call have be a fake;sadness,Sad
I would already begin to feel calm again and think that the one drink worked;joy,Happy
I feel confident that I ve put in the time and do everything possible to win but that decision be out of my hands;joy,Happy
I m feel slightly optimistic;joy,Happy
I live with someone live a lie to keep I in the dark feed I lie and fake feeling so that I d be ignorantly complacent until it be no long convenient for she to have I there;joy,Happy
I feel like they re be rude in the first place and as long as you be not snappy about it you have every right to ask he not to touch you;anger,Neutral
I feel vital full of energy every day and super positive;joy,Happy
I could feel the blood in my vein go cold;anger,Neutral
I do not know what crazy girl I think her name be katja do for a living I feel like she should just do what I do in real life and be some sort of dishearten disallusione clerk;sadness,Sad
I find the art at the other side of all I feel very impressed with my work;surprise,Neutral
I feel it s my job to give he all the tool he need to be a successful person;joy,Happy
I ask if anyone have ever confess their feeling for someone and get accept rejected;joy,Happy
I suppose he feel badly because he be a bit skeptical of her pain over the last few month she s have a hyperchondria and exaggeration habit in the past though he never openly question she about it;fear,Neutral
I be feel deprived because we do our travel in june but we still have one weekend getaway plan for the middle of the month as well as the free concert every tuesday and a few other random outings;sadness,Happy
I feel re invigorate and full of ambition;joy,Happy
I tell he how he have be make I feel unimportant and insignificant;sadness,Sad
I be not piss angry mad or anything I just feel pretty much fuckin insulted;anger,Neutral
I wish I have the week off too I feel like a mellow week of tidying and clean watch old movie and daytime tv with them;joy,Happy
I feel nostalgic to travel away from my country my family and my friend not because I do not like them;love,Neutral
I feel for you my beloved master time will tell you this be true;joy,Happy
I have constantly be panicky and make a big fuss over my learning and exam result often feel spiteful that I have lose out a mark or two to the top in class;anger,Neutral
I feel jealous whenever it be in a relationship because I do not get to talk to it anymore;anger,Neutral
I wake up on the sofa feel extremely agitated around pm;fear,Neutral
ill feel lively again;joy,Happy
I compare your beauty I feel unsure where to begin to angel or nature or what;fear,Neutral
I feel torture by my self induce deprecation and resentment;fear,Neutral
I would feel too embarrassed;sadness,Sad
I really have prepare ourselves for the bad but we both have the innate feeling that everything be fine;joy,Happy
I ve be feel well about myself;joy,Happy
I honestly feel at heart we should be faithful to each other if its yo girl;joy,Happy
I be relive all of the feeling of be reject less than and not good enough from year ago;sadness,Sad
I feel be doubtful but then again I could be wrong;fear,Neutral
I could feel my calf muscle start to get grouchy and I have a cramp around my ribcage;anger,Neutral
I feel slightly pained and jolt like frozen toe thaw out after a long afternoon of sled in the snow;sadness,Sad
I feel unwelcome at work sometimes and think people might be talk about I rel bookmark I feel unwelcome at work sometimes and think people might be talk about I april a class url fn n href http www;sadness,Sad
I be feel a bit ecstatic about a kinda new clothing business brand sendi;joy,Happy
I feel the melancholy run my vein as well;sadness,Sad
I want other sufferer to be able to find I in the hope that my battle can help they to feel that they be not alone;sadness,Sad
I quit I will screw over everyone in the frame shop which I would not feel bad about besides british;sadness,Sad
I feel that be like sweet couple;love,Neutral
I be feel extraordinarily jolly today;joy,Happy
I be anxious to see the movie bully it s trailer leave I feel shake and nostalgic;fear,Neutral
I have not spend that much time with they but I just don t feel that comfortable there;joy,Happy
I feel like no other day should be less valuable than another because of a certain event be go to happen;joy,Happy
I have for myself even when I m feel crappy;sadness,Sad
I m feel a bit pathetic today I can not stop crying;sadness,Sad
I have a trainer I do not think I ever weigh as little as I do now so I m feel pretty excited;joy,Happy
I do not feel alarmed moreso a feeling of total welcome;fear,Neutral
I go to sleep as soon as my head hit the pillow I sleep deeply all night and I wake up feel a lot less lethargic then usual;sadness,Sad
ill add I have not try all that time but I do feel as I adapt and pick up technique quickly this be one of the thing I m amazed that its take I this long;surprise,Neutral
I feel ugly I look ugly;sadness,Sad
I be tired of feel like a helpless victim and stick in my circumstance and slowly start make changes;fear,Neutral
I really feel amp do not be so uptight when expectation of other be met;fear,Neutral
I feel like ya allah I m scared puff it be fun man then i d an idea;fear,Neutral
I have admit defeat and ask the other half to come back from the lake coz I just feel so uptight already;fear,Neutral
I m not sure how I feel I m shocked honestly;surprise,Neutral
I love be comfy that be my main goal when I look for new clothe I can not stand feel uncomfortable in something;fear,Neutral
I feel like my heart break tell my child a href http twitter;sadness,Sad
I feel cute because the tune of the song day of christmas play on my mind pia again almost my good friend because be go out like everyday and I can share to she almost everything and we understand together and I go out;joy,Happy
I have be pray everyday about it and I just feel more and more convinced that this be what god have call I to so we will see;joy,Happy
I feel divine forgiveness of all human frailties;joy,Happy
I m not go to lie I feel a little insulted;anger,Neutral
I it do not feel sincere;joy,Happy
I be feel extremely agitated after come home from china;fear,Neutral
I keep think that if I have the right mindset if I put enough effort into push away the feeling then I would not be afraid;fear,Neutral
I feel like be kind of boring;sadness,Sad
I feel about the scratch the way I feel about my wrinkle I be fond of they and regard they as evidence of a life well lived;love,Neutral
I m feel shade of foolish;sadness,Sad
I wake up yesterday morning wonder if I have hurt my mommys feeling and just have this horrible feeling in my stomach and horrible chest pains;sadness,Sad
I often feel fuck regardless;anger,Neutral
I ve lose lbs between january of this year and now I have this wicked part of I that feel very keen to try on new clothing and to tell myself that I deserve new clothing;joy,Happy
I m currently in a phase of feel very positive and optimistic about graduation though that tend to range on a daily basis between euphoria and deep deep depression so no bet on how ill feel about it tomorrow;joy,Happy
I lay on my bed and try to hide my feeling when my sweet little girl crawl onto the bed lay on top of I and say gently mommy what s bother you;joy,Neutral
I can imagine someone feel jealous lonely or scared;anger,Neutral
I have to actually tell myself to breathe breathe breathe in and out when I feel absolutely terrified because I know I can t just go home that the life I miss isn t there anymore;fear,Neutral
I remember be the feeling of fall and miyavi s shocked face;surprise,Neutral
I m feel really positive desp;joy,Happy
I stop challenge he and always make he feel more than superior to I like magic the whole fighting stopped;joy,Happy
I find myself have much more time to think about myself without feel depressed to actually be able to write and imagine without feel trap or like I be miss out on something a near constant feeling I have in cities;sadness,Sad
I will still feel insecure;fear,Neutral
I be feel very lethargic although still try to get to the gym today but almost all my time seem to be now in a strange chill out ambience;sadness,Sad
I do not feel anything more than casual thought like he s a jerk or wow she s psycho;joy,Happy
I read new risen throne once say cold amp desolate soundscape that will leave you feel utterly scared amp alone yes it is;fear,Neutral
I be feel that bitter sweetness that come from a deep recess in my soul;anger,Neutral
I feel decently intelligent;joy,Happy
I apply it I walk very fast around the room because the rush of air against the essence on my lip feel very cool;joy,Happy
I do not want the big button simply as I do not feel bother with nice look button hole maybe next time I have a suspicion they could be the cause of give up again so to avoid negativity I order extra large red press stud that I will attach use a decorative stitch visible from the outside;anger,Neutral
I be not comfortable with be the individual who feel that the newcomer should throw away what they have value back in their home country and abide by what s deem as normal here;joy,Happy
I m feel a tad bit gracious;joy,Happy
I be hurt by this comment because it make I feel unimportant and like he want to date many women;sadness,Sad
I hope you like my effort and that you will pop across and check out all the other wonderful creation that the team have come up with there be some truly talented lady on the team so I feel very honoured to be allow to join they this time;joy,Happy
I find be that these thing be effect love one who I love dearly so I feel so so helpless so what be the remedy for the hard times;sadness,Neutral
I can go from elated laugh to plunge back into my extreme misery at a simple exchange that it feel so dangerous now;anger,Neutral
I feel like hide to prevent other from exposure to my decidedly unpleasant expression of anti christmas cheer or the bah humbug as I like to call it;sadness,Sad
I can t help but feel considerate towards others;joy,Happy
I know like the recommendation function in modern web shop while it feel a little bit strange to see the product you ve just search for in a web shop on a totally different site s advertising;fear,Happy
I can finally stop feel listless and like a waste of space;sadness,Sad
I suspect I be also deal with caffeine withdrawal but I think I have now figure out a system of eat which work well for I and I feel fab;joy,Happy
I write what I feel if you get annoyed and sick of this simply close the tab;anger,Neutral
I be feel even less splendid and have nothing that need to be do all day so I decide to baby myself;joy,Happy
I feel like he s scared of a good thing and be sabotage right now and maybe if I give he space hell come back but I feel like he s have so much space and still do not feel like its enough;fear,Neutral
I be rush about here there and everywhere by my family or friend I be often leave feel very drained and exhausted;sadness,Sad
I get the feeling that most people in her life think that she s lead some sort of charm existance;joy,Happy
I feel so lame complain that for minute I get some blurry vision and then have to take it easy the rest of the day;sadness,Sad
when I first hear I like you from my boyfriend;joy,Happy
I m still feel the effect today in that my body be not particularly impress by I at the moment and it feel a but stress out try to sort itself out;surprise,Neutral
I be feel pretty cranky and down and all I could think of what how much well I feel when I cut my hair off;ang,Neutral
I feel that s the one thing I ve enjoy about tv people have the time to be shock over kenny power and then you have time to let go of it and love he later on;surprise,Neutral
I feel sad when I see your son uhuru be persecute by man of ill will and a woman martha karua be carry their bags;sadness,Happy
I also need to remember how bad overeating make I feel not just the fullness but the hangover I get from food that s too rich or too sugary;joy,Happy
I always feel that accessory be the most important part of an outfit as they really pull it together so I ve try to choose jewellery which add a little bit of sparkle to the outfit without be too in your face;joy,Happy
I m feel determined now to push through any hiccup and reach my ultimate goal of be within the healthy weight range kg for my height;joy,Happy
I feel so lucky I know that we be in a minority;joy,Happy
I begin to feel isolated frustrated and of low esteem;sadness,Sad
I like the feeling of make some difference this time I be really reluctant to change at first however get use to it after a while;fear,Neutral
during the last academic year ie just before the closure;fear,Neutral
I m suppose to feel compassionate towards that little girl but I feel like she never existed;love,Neutral
I feel so lousy and useless in my class;sadness,Sad
I feel honoured to have be able to call they friend to share their brotherhood;joy,Happy
I feel uncertain if the most of similar family can be reach the uncertainty do not preclude we from serve those we can in the meantime while discover the way to reach the others;fear,Neutral
I m feel so invigorated and ready for what s ahead and very excited to share all that information with all of you;joy,Happy
I miss feel glad;joy,Happy
I feel that the thigh be be stubborn and not go away at the same rate as stomach arm or butt;anger,Neutral
I know just how you feel any ache pain in tummy I get frightened incase it em again;fear,Neutral
I do not feel discouraged or depressed though there be always challenge to be sure;sadness,Sad
I hear such story I feel cold;anger,Neutral
I m not feel well let just enjoy some picture take from the field trip;joy,Happy
I feel can be even more dangerous though because when you re pour all time into ministry it can be accompany with self righteousness or self satisfaction;anger,Neutral
I comment try to keep my voice reasonably free from the feeling which grip I I believe be beat hendricks;sadness,Happy
I know that car enthusiast be a bit tribal and you re all start to feel suspicious about a car journalist who s turn to the dark side but do not worry I still prefer four wheel to two;fear,Neutral
I feel if it be not break why fix it;sadness,Sad
be subject to unfair treatment in a work group;anger,Neutral
I think I deserve for once this freedom make I feel amazing;surprise,Neutral
I say early our body have get use to the heat and the curiosity of what degree feel like keep I eager for the next summer day;joy,Happy
I be feel particularly hostile shell say no red shirt today nickey;anger,Neutral
I be still feel the effect of marathon sex julie look amazing;joy,Happy
I feel neglectful but I shouldnt;sadness,Sad
I do not feel like suffer through a sleepless night especially with my terrible allergy amp amp fever;sadness,Sad
I code exist for the sole purpose of make stupid people feel smart;joy,Happy
ill get round to it this quarter I m feel hopeful about this one;joy,Happy
I view myself in this way be that when I be grow up there be people who constantly make I feel like I be not good enough;joy,Happy
I m feel irritable and sick;anger,Neutral
I feel like a greedy little traitor I m look look among these cover hey little snotface take me;anger,Neutral
I know how you all feel my mil have hate I since day;sadness,Sad
I feel very weird about so much of my psychological safety come from noah provide money;surprise,Neutral
I m such a workaholic its because I feel productive and I m do something that I like something that make I work;joy,Happy
I feel you and its so sincere;joy,Happy
I have be follow your blog I feel like I ve get to know the real you not some filter version or a fake internet persona of who you d like to be;sadness,Sad
I will feel a bit of insecure;fear,Neutral
I feel truly honour that you ve accept my invitation to participate in this project;joy,Happy
I feel very contented just sit beside he without even utter a single word;joy,Happy
I feel very distressed because I m supportive of this campaign and with the senator jackson tell cnn;fear,Neutral
I do have good day and bad day but the bad day be awful result in constant trip to the bathroom a lot of pain bloat and discomfort lot of blood and just feel completely exhausted and rundown;sadness,Sad
I feel rich tonight;joy,Happy
I can not deny that right now I be feel disillusioned with the avon;sadness,Sad
I be just report to a dear soul that the energy feel strange today and wonder if something up;fear,Neutral
I feel the divine envelope I when I watch literally hundred of faithful at mass in line for eucharist hundred of people who include professor homeless banker student rich poor mentally ill healthy conservative liberal gay straight sweet rude arrogant kind;joy,Happy
I be just feel a little irritable because mun be part fun part stressful part uncomfortable making and part horrible but regardless record be set straight now;anger,Neutral
I will not face these obstacle and feel like a stress out mess or bad a mommy failure;sadness,Sad
I do feel more special than I do when I be single;joy,Happy
I seriously feel so blessed for the support that I have at home it s amazing;love,Happy
I will remember you as someone who I could feel so comfortable around;joy,Happy
I really do not feel like run on saturday but decide I should to make sure I get my mile in for june;joy,Happy
I do not feel threatened or concerned really but I be not entirely happy about the situation either perhaps instinctively because I m usually quite prepared even pleased to speak to a passer by;fear,Neutral
I feel neglectful and while at her reception I graze her arm as I walk by and she pull I back and say where be you go you re way more imporant than those people but I be stone and full of champagne and could only tell she she be beautiful and that he seem nice;sadness,Happy
I feel somehow humorous;joy,Happy
I just feel so dirty;sadness,Sad
I feel less intimidate with she here to help;fear,Neutral
I mean its beginning mark the end to one of the good month of the year which I m leave feel exhausted from;sadness,Sad
I arrive at the gym she be such a ball of sunshine and make I feel very welcome at the gym although I feel like a dorky unfit rotund sloth that do not fit in with the environment of buff fit looking and fierce look bloke;joy,Happy
I ve be feel really spiteful lately so I think ill just sit here and listen to rammstein;anger,Neutral
I can t believe I feel so petrified;fear,Neutral
I feel spiteful toward him;anger,Neutral
I feel like I just need to rejuvenate myself catch up on some blog post some work on my etsy shop and catch up on a few tv show I miss this week;sadness,Happy
I find myself whinge about the temperature every day at the moment but it do feel ridiculously hot;love,Neutral
I be feel rush or overwhelmed to have the perfect house that my brain explode and all proper decision making skill get lose in the debris;anger,Neutral
I just sort of feel lame in comparison to other bloggers;sadness,Sad
I feel awkward say such things;sadness,Sad
I feel eager to tell my parents;joy,Happy
I feel superior because I actually know who their president is;joy,Happy
I have never spend that much on any cosmetic product before and I feel foolish for do so but I love the way this stuff feel on my skin;sadness,Sad
I get a handle on the story and it actually start to get a feel and shape that I liked;love,Neutral
I be right now I feel amused the sound I hear be my aircleaner around I I see my bed and my cat I feel most connected to this person michael I think it s weird that I m a mom;joy,Happy
I m feel shaky and feverish and mad;fear,Neutral
I feel really stress out;sadness,Sad
I be just feel so shy cause I realize those people behind I just do not dance and look at we gt;fear,Neutral
I long for that feeling I once know the feeling I treasure once and forget because of pain;love,Neutral
I also feel a strange sense of guilt about all the people who be not similarly situate to move to a different neighborhood;surprise,Neutral
I feel deeply humiliate when I read in ari ben menashe s book entitle profit of war mousavi s friend manuchehr ghorbani be be a cia agent;sadness,Sad
I don t know if I should be feel this way because it would seem greedy and not nice to expect someone to splurge on the spur of the moment just because I asked;anger,Neutral
I only find he when I m feel troubled;sadness,Sad
I climb the hill feeling frustrated that I d pretty much pace entirely wrong for this course and that a factor that have never ever hamper I have make such a dent in the day;anger,Neutral
I feel mellow and shit I swear you get that touch swear they ain t stop we swear there ain t nothing above girl give I some love yeah yeah yeah x;joy,Happy
I feel much peaceful today;joy,Happy
I feel so rude say I ll get back to you cause she s so nice and need I but I d prefer to work in a href http www;anger,Neutral
I m feel hesitant to put much else into words;fear,Neutral
I be gay that I begin to feel disturbed and embarrassed;sadness,Sad
I feel I find I feel target blank clasheen by nicola brown a href http keepmeinstitchez;sadness,Sad
I do know how I feel but I d like to hear an intelligent explanation to then see where I stand;joy,Happy
I start today feel not terrible;sadness,Sad
I be a bit of a romantic so I really feel like we miss out on those thing this time but I would not trade the family time we spend together;sadness,Neutral
I feel a little intimidated;fear,Neutral
I think she just roll out I guess she s over it already I m kinda feel that but no one have perform yet and word on the street be there be suppose to be a surprised performance by lil wayne nikki minaj and drake that would be dope;surprise,Neutral
I don t I risk feel vulnerable the feeling that everyone be stare at I and examine every little dimple in my thigh and sag in my arm;fear,Neutral
I have play a great set I feel really hesitant to ask;fear,Neutral
I be feel and how rich we are;joy,Happy
I get on new year eve but it make I feel rebellious be underage and all;ang,Neutral
I can tell you exactly what be wrong at this very moment this very second I grieve for my son I miss my son I feel as though I be be punish and live in a hell at times;sadness,Sad
I feel the cold mostly in my arm and torso;anger,Neutral
I feel that will make you even more caring;love,Neutral
I do not know what guy could be do douse in pain unless he bring a freind into it asasoulawaken I feeli be pretty loyal as part as shoot go;love,Neutral
I don t know why I feel so bashful defend it;fear,Neutral
I get the feeling that the person on the other end hate me;anger,Neutral
I first get my eye infection I have to back up and if possible make you feel less sympathetic for I than you probably already do;love,Neutral
I be leave with my integrity and my dignity intact but feel piss off;anger,Neutral
I feel like we be support her lifestyle;love,Happy
I m feel selfish right now because I want that time back;anger,Neutral
I be feel pretty homesick for maine;sadness,Sad
I wish I have the feeling back soon cause now I realise how lonely when I do not have the feeling its like soo unwanted even when I be not;sadness,Sad
I ve be slowly work on my london zine but have not be feel super inspired;joy,Happy
I love feel loved but I hate that he seem so devastated;love,Neutral
I m not feel particularly creative at the moment;joy,Happy
I be not feel that playful or that drunk;joy,Happy
I ask how do the long grass feel he say this long grass feel lovely;love,Neutral
I feel like he forget he have a faithful girlfriend back home and just party on the weekend and act like he s single;love,Neutral
I be feel all useful;joy,Happy
I feel like it be not that bad but I probably would not have tell you that in the moment;sadness,Sad
I m not feel absolutely terrified of more pain and more trauma to my already batter body;fear,Neutral
I feel I m be violent be I say no I m not go to accept that and here be the consequences;anger,Neutral
I feel more like the girl I be when I be at I be fearless excited for life and discovery;joy,Happy
I can feel it run through my vein and at the end be an unpleasant sight;sadness,Sad
I miss he and for I the fact that I have that feeling of longing to be with he again be actually a blessing;love,Neutral
I feel stumped something come out of my pen and I m always a little amazed by this;surprise,Neutral
I m just feel seriously piss off at myself for do something fantabulous but utterly stupid;anger,Neutral
I want to learn something new when I m feel dull;sadness,Sad
I don t have that much money and as I say that I once again feel so fake and unappreciative because I have so much more than the other of this world;sadness,Sad
I start feel reluctant to go because I want to spend some time with my family before I left;fear,Neutral
I know then what it be like to feel heartbroken;sadness,Sad
I struggle with feeling of anger hurt and sadness yet I still feel hopeful;sadness,Sad
I just feel so listless and lost;sadness,Sad
I feel just a tinge of melancholy around labor day weekend;sadness,Sad
I feel like I ve become more relaxed as a parent;joy,Happy
I m pretty sure of be this feeling inside I of be terrified;fear,Neutral
I could look for solution instead of just feel helpless actually make a big difference;fear,Neutral
I could curse swear be angry be sad be happy be moody etc etc on the thing I write just because I feel kinda disturb with the search query display on the dashboard that contain my name full name blog s name or my usual nickname;sadness,Sad
I eat biscuit crisp and ice cream all day yeah it taste great but it make I feel so groggy the following day take more photos;sadness,Sad
I be offer two original work for immediate sale for cheap than usual as I want to donate all the proceed to a cause I feel very worthwhile before mid february;joy,Happy
I didn t feel overly drained;sadness,Sad
I feel very nostalgic because I have enjoy this essence;love,Neutral
I know you do but I m feel impatient cause I ask you a question in mine and I m wait for an answer;ang,Neutral
I think I m still feel tender;love,Neutral
I could just be who I be and feel accept for be myself;joy,Happy
I feel so physically beat down that it be difficult to think about anything else right now;sadness,Sad
ill write a bunch you ll respond and then ill back off in part because I feel shy;fear,Neutral
I can t help but feel jaded;sadness,Sad
I feel rebellious today so I ll leave this as a warning to myself on how radical I can be;anger,Neutral
I can recall feeling of the time we be in coolum whilst lay in my own bed the other day and it s funny how he s call I and we be speak everyday now;surprise,Neutral
I m kinda exhausted today and you might be feel exhausted reading this post too;sadness,Sad
I don t expect you to feel sorry for me;sadness,Sad
I don t know how I feel about all this how I feel about my place in it if I think that my work be more or less sincere than other gen xer and so on;joy,Happy
I get what she s say and I feel somewhat remorseful for not be the kind of friend or give the kind of support she want or need throughout the past year of our friendship oh yes it go back that far;sadness,Sad
I feel so passionate about it and know this be where god want I to be but I be human and I do have flaw and short comings;love,Neutral
I feel I be intimidate by the college and people at home;fear,Neutral
I be feel very energetic now;joy,Happy
I think back through jesus many miracle it feel like he take each case individually and heal they in a way that will be the most loving and helpful to them;love,Neutral
I don t know if I m just speak for myself but I feel like we be all become more stupid by the day;sadness,Sad
I feel such a longing and sadness when I see family with more child than I have;love,Neutral
I get the feeling you ve be punish enough;sadness,Sad
I feel more energetic than I have in years;joy,Happy
I may feel that I be not precious to others;joy,Happy
I do not feel frantic;fear,Neutral
I try to only buy fabric that I would use in a project or that I feel be really fab;joy,Happy
I feel so sympathetic embarrass for betty here that it s tough to watch;love,Neutral
I feel you care even if you will insist you be mean;love,Neutral
I be feel fabulous this week and though I feel convict say that my attitude have turn around because my health have for now I be just thankful and try to share my positive attitude with other people;joy,Happy
I feel that the most valuable quality child exhibit be their questioning and curious mind especially with regard to the why and how;joy,Happy
I just feel so fuck up these days;anger,Neutral
I feel like it be worthwhile to support local artist and so do clay so I be fortunate in that sense;joy,Happy
I do not really feel sympathetic for he they way I do for the other nominees;love,Neutral
I feel so lucky to live in portland land of delicious food;joy,Happy
I come out of that fight feeling whip and sadden and hate for who I be and I have to put on my big girl pantie and pretend hey everything s fine even though we re pissy at each other;sadness,Neutral
I find myself feel lousy which be pretty unusual for me;sadness,Sad
I start to feel happy about where I be an unexpected house move come along which slow thing down that be just compound then by the injury to my back shoulder which have really set I back;joy,Happy
I win t even go in store because I feel so unwelcome;sadness,Sad
I feel so often when I roll through my beloved new york that so little be do for so many if I start to write about race colour religion and sexual preference and gender identity my reader will say hey mia what s up be you confused;love,Neutral
I have the satisfaction of feeling that I m no long support or contribute to the looter drive consumerism that have make a walking corpse out of the america I so revere when I be younger;love,Happy
I be feel melancholy sad depress ok even angry that this be my second year without my old and young daughter klysta pass day ago andrea have choose to not be with her family;sadness,Sad
I already feel like I m be torture by not have any;fear,Neutral
I think the protection part be the part where I feel some have abuse it more than the other reason intend for the right to bear arms;sadness,Happy
I know that I feel more successful now write a blog in my sweatpant while my baby sleep on I than I do when I commute on train and ferry with a business card in the pocket of my armani blazer;joy,Happy
I m feel lucky search mean you spend less time search for web page and more time look at them;joy,Happy
I couldn t help but feel personally insult when oscar denounce the very idea as grotesque and unrealistic;anger,Neutral
I hate feel discouraged but I keep try to start the couch to k again and it just be not go well at all;sadness,Sad
I be not a deep thinker and sometimes I leave feel depressed and not inspired;sadness,Sad
I leave the nursing home each week feel so joyful and ready to come back again;joy,Happy
I feel like they take time to care for their flower and be wonderfully loyal to their hive;love,Neutral
I m feel generous with my words;joy,Happy
I really like it a lot and think its a great fit for I and I love talk to the patient and try to help they feel less nervous or at least that someone care about they for a few minutes;fear,Neutral
I do not feel useful;joy,Happy
I feel like the time have come a fearless rescue from everyone who make you the master;joy,Happy
I always feel a bit personally assaulted;sadness,Sad
I be also feel anxious around some of the people sit in the wait area;fear,Neutral
I feel like be distracted;anger,Neutral
I feel dull and tired and blah about this school stuff I think so important at the start of the school year;sadness,Sad
I feel satisfied when I be able to translate a funny idea in my brain;joy,Happy
